,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
2359,Dynacons Systems & Solutions Ltd.,DSSL,Dynacons Systems & Solutions Ltd.,Active,B ,10,INE417B01040,IT Consulting & Software,Equity,532365
2360,PNB Gilts Ltd,PNBGILTS,Pnb Gilts Ltd.,Active,B ,10,INE859A01011,Finance (including NBFCs),Equity,532366
2361,BRIGHTCOM GROUP LIMITED,BCG,Brightcom Group Ltd,Active,T ,2,INE425B01027,IT Software Products,Equity,532368
2362,Ramco Industries Ltd,RAMCOIND,Ramco Industries Ltd.,Active,A ,1,INE614A01028,Construction Materials,Equity,532369
2363,Ramco Systems Ltd,RAMCOSYS,Ramco Systems Ltd.,Active,A ,10,INE246B01019,IT Consulting & Software,Equity,532370
2364,Tata Teleservices (Maharashtra) Ltd.,TTML,Tata Teleservices (Maharashtra) Ltd.,Active,T ,10,INE517B01013,Telecom Services,Equity,532371
2365,Virinchi Limited,VIRINCHI,Virinchi Ltd,Active,X ,10,INE539B01017,IT Software Products,Equity,532372
2366,WEP Solutions Ltd,WEPSOLN,Wep Solutions Ltd.,Active,X ,10,INE434B01029,Comm.Trading  & Distribution,Equity,532373
2367,Sterlite Technologies Limited.,STLTECH,Sterlite Technologies Ltd.,Active,A ,2,INE089C01029,Other Telecom Services,Equity,532374
2368,Tips Industries Limited,TIPSINDLTD,Tips Industries Ltd.,Active,T ,10,INE716B01011,Movies & Entertainment,Equity,532375
2369,MRO-TEK Realty Limited,MRO-TEK,Mro-Tek Realty Ltd,Active,B ,5,INE398B01018,Telecom Equipment,Equity,532376
2370,Universal Arts Ltd,UNIVARTS,Universal Arts Ltd.,Active,XT,10,INE464B01018,Movies & Entertainment,Equity,532378
2371,Firstobject Technologies Limited,FIRSTOBJ,Firstobject Technologies Ltd.,Active,X ,10,INE683B01047,IT Software Products,Equity,532379
2372,Baba Arts Ltd,BABA,Baba Arts Ltd.-$,Active,X ,1,INE893A01036,Movies & Entertainment,Equity,532380
2373,Balaji Telefilms Ltd.,BALAJITELE,Balaji Telefilms Ltd.,Active,A ,2,INE794B01026,Broadcasting & Cable TV,Equity,532382
2374,Tyche Industries Ltd.,TYCHE,Tyche Industries Ltd.,Active,X ,10,INE443B01012,Pharmaceuticals,Equity,532384
2375,California Software Co. Ltd.,CALSOFT,California Software Co.Ltd.,Active,T ,10,INE526B01014,IT Software Products,Equity,532386
2376,Pritish Nandy Communications Ltd,PNC,Pritish Nandy Communications Ltd.,Active,B ,10,INE392B01011,Movies & Entertainment,Equity,532387
2377,Indian Overseas Bank,IOB,Indian Overseas Bank,Active,A ,10,INE565A01014,Banks,Equity,532388
2378,Taj GVK Hotels & Resorts Ltd.,TAJGVK,Tajgvk Hotels & Resorts Ltd.,Active,A ,2,INE586B01026,Hotels,Equity,532390
2379,Opto Circuits (India) Ltd.,OPTOCIRCUI,Opto Circuits (India) Ltd.,Active,T ,10,INE808B01016,Medical Equipment,Equity,532391
2380,Creative Eye Ltd.,CREATIVEYE,Creative Eye Ltd.,Active,B ,5,INE230B01021,Movies & Entertainment,Equity,532392
2381,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,Axiscades Technologies Ltd,Active,B ,5,INE555B01013,BPO/KPO,Equity,532395
2382,KONNDOR INDUSTRIES LIMITED,KONNDOR,Konndor Industries Ltd,Active,X ,10,INE971A01014,Paper & Paper Products,Equity,532397
2383,Usha Martin Education & Solutions Limited,UMESLTD,Usha Martin Education & Solutions Limited,Active,B ,1,INE240C01028,Education,Equity,532398
2384,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2,INE836A01035,IT Consulting & Software,Equity,532400
2385,USG Tech Solutions Ltd,USGTECH,Usg Tech Solutions Ltd.,Active,X ,10,INE718B01017,IT Software Products,Equity,532402
2386,Fourth Generation Information Systems Ltd,4THGEN,Fourth Generation Information Systems Ltd.,Active,XT,10,INE739B01039,IT Software Products,Equity,532403
2387,Saven Technologies Ltd.,7TEC,Saven Technologies Ltd.,Active,X ,1,INE856B01023,IT Software Products,Equity,532404
2388,Avantel Limited,AVANTEL,Avantel Ltd.,Active,X ,10,INE005B01019,Telecom Equipment,Equity,532406
2389,MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP,Moschip Technologies Ltd,Active,X ,2,INE935B01025,IT Software Products,Equity,532407
2390,Megasoft Ltd.,MEGASOFT,Megasoft Ltd.,Active,T ,10,INE933B01012,IT Software Products,Equity,532408
2391,Transcorp International Ltd.,TRANSCOR,Transcorp International Ltd.,Active,X ,2,INE330E01023,Other Financial Services,Equity,532410
2392,Cerebra Integrated Technologies Ltd.,CEREBRAINT,Cerebra Integrated Technologies Ltd.,Active,B ,10,INE345B01019,Computer Hardware,Equity,532413
2393,Next Mediaworks Ltd,NEXTMEDIA,Next Mediaworks Ltd.,Active,B ,10,INE747B01016,Publishing,Equity,532416
2394,Smartlink Holdings Limited,SMARTLINK,Smartlink Holdings Ltd,Active,B ,2,INE178C01020,IT Networking Equipment,Equity,532419
2395,Godrej Consumer Products Ltd.,GODREJCP,Godrej Consumer Products Ltd.,Active,A ,1,INE102D01028,Personal Products,Equity,532424
2396,GENUS PRIME INFRA LIMITED,GENUSPRIME,Genus Prime Infra Ltd,Active,XT,2,INE256D01014,Commodity Chemicals,Equity,532425
2397,BF Utilities Ltd.,BFUTILITIE,Bf Utilities Ltd.-$,Active,A ,5,INE243D01012,Electric Utilities,Equity,532430
2398,United Spirits Limited,UNITDSPR,United Spirits Ltd.,Active,B ,2,INE854D01024,Breweries & Distilleries,Equity,532432
2399,Sanmit Infra Limited,SANINFRA,Sanmit Infra Limited,Active,XT,10,INE799C01023,Realty,Equity,532435
2400,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,T ,4,INE260D01016,Industrial Machinery,Equity,532439
2401,MPS Limited,MPSLTD,Mps Ltd.,Active,B ,10,INE943D01017,Comm.Printing/Stationery,Equity,532440
2402,Rainbow Denim Ltd.,RAINBOWDQ,Rainbow Denim Ltd.,Active,XT,10,INE820D01025,Textiles,Equity,532441
2403,Cera Sanitaryware Ltd.,CERA,Cera Sanitaryware Ltd.,Active,A ,5,INE739E01017,Furniture-Furnishing-Paints,Equity,532443
2404,T. Spiritual World Ltd.,TSPIRITUAL,T.Spiritual World Ltd.,Active,XT,10,INE541C01037,IT Software Products,Equity,532444
2405,Bharti Airtel  Ltd.,BHARTIARTL,Bharti Airtel Ltd.,Active,A ,5,INE397D01024,Telecom Services,Equity,532454
2406,Shalimar Wires Industries Ltd.,SHALIWIR,Shalimar Wires Industries Ltd.,Active,XT,2,INE655D01025,Copper,Equity,532455
2407,Compuage Infocom Ltd,COMPUAGE,Compuage Infocom Ltd.,Active,B ,2,INE070C01037,Storage Media & Peripherals,Equity,532456
2408,Gulshan Polyols Ltd.,GULPOLY,Gulshan Polyols Ltd.,Active,T ,1,INE255D01024,Commodity Chemicals,Equity,532457
2409,FAZE THREE AUTOFAB LIMITED,FAZE3AUTO,Faze Three Autofab Ltd-$,Active,X ,10,INE207D01017,Textiles,Equity,532459
2410,Ponni Sugars (Erode) Ltd.,PONNIERODE,Ponni Sugars (Erode) Ltd.,Active,T ,10,INE838E01017,Sugar,Equity,532460
2411,Punjab National Bank,PNB,Punjab National Bank,Active,A ,2,INE160A01022,Banks,Equity,532461
2412,Oracle Financial Services Software Limited,OFSS,Oracle Financial Services Software Ltd.,Active,A ,5,INE881D01027,IT Consulting & Software,Equity,532466
2413,Hazoor Multi Projects Limited,HAZOOR,Hazoor Multi Projects Ltd.-$,Active,XT,10,INE550F01031,Movies & Entertainment,Equity,532467
2414,Kama Holdings Limited,KAMAHOLD,Kama Holdings Limited-$,Active,A ,10,INE411F01010,Holding Companies,Equity,532468
2415,Aptech Ltd.,APTECHT,Aptech Ltd.,Active,A ,10,INE266F01018,IT Training Services,Equity,532475
2416,Union Bank of India,UNIONBANK,Union Bank Of India,Active,A ,10,INE692A01016,Banks,Equity,532477
2417,United Breweries Ltd.,UBL,United Breweries Ltd.-$,Active,A ,1,INE686F01025,Breweries & Distilleries,Equity,532478
2418,ISMT Limited,ISMTLTD,Ismt Ltd.,Active,T ,5,INE732F01019,Iron & Steel/Interm.Products,Equity,532479
2419,Noida Toll Bridge Company Ltd,NOIDATOLL,Noida Toll Bridge Company Ltd.,Active,B ,10,INE781B01015,Roads & Highways,Equity,532481
2420,Granules India Ltd.,GRANULES,Granules India Ltd.-$,Active,A ,1,INE101D01020,Pharmaceuticals,Equity,532482
2421,Canara Bank,CANBK,Canara Bank,Active,A ,10,INE476A01014,Banks,Equity,532483
2422,Balmer Lawrie Investments Ltd.,BLIL,Balmer Lawrie Investments Ltd.,Active,B ,10,INE525F01017,Finance (including NBFCs),Equity,532485
2423,Pokarna Ltd.,POKARNA,Pokarna Ltd.,Active,B ,2,INE637C01025,Construction Materials,Equity,532486
2424,Divi's Laboratories Ltd.,DIVISLAB,Divi'S Laboratories Ltd.,Active,A ,2,INE361B01024,Pharmaceuticals,Equity,532488
2425,Astra Microwave Products Ltd.,ASTRAMICRO,Astra Microwave Products Ltd.,Active,A ,2,INE386C01029,Defence,Equity,532493
2426,Radico Khaitan Ltd.,RADICO,Radico Khaitan Ltd.,Active,A ,2,INE944F01028,Breweries & Distilleries,Equity,532497
2427,Shriram-City Union Finance Ltd.,SHRIRAMCIT,Shriram City Union Finance Ltd.,Active,A ,10,INE722A01011,Finance (including NBFCs),Equity,532498
2428,Maruti Suzuki India  Ltd.,MARUTI,Maruti Suzuki India Ltd.,Active,A ,5,INE585B01010,Cars & Utility Vehicles,Equity,532500
2429,Rajapalayam Mills Limited,RAJPALAYAM,Rajapalayam Mills Ltd.-$,Active,X ,10,INE296E01026,Textiles,Equity,532503
2430,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2,INE048G01026,Commodity Chemicals,Equity,532504
2431,UCO Bank,UCOBANK,Uco Bank,Active,A ,10,INE691A01018,Banks,Equity,532505
2432,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.Films & Media Ltd.,Active,B ,2,INE116D01028,Broadcasting & Cable TV,Equity,532507
2433,Jindal Stainless Limited,JSL,Jindal Stainless Ltd.,Active,A ,2,INE220G01021,Iron & Steel/Interm.Products,Equity,532508
2434,Suprajit Engineering Ltd.,SUPRAJIT,Suprajit Engineering Ltd.-$,Active,A ,1,INE399C01030,Auto Parts & Equipment,Equity,532509
2435,TVS Electronics Ltd.,TVSELECT,Tvs Electronics Ltd.,Active,B ,10,INE236G01019,Storage Media & Peripherals,Equity,532513
2436,Indraprashtha Gas Ltd.,IGL,Indraprastha Gas Ltd.,Active,A ,2,INE203G01027,Utilities:Non-Elec.,Equity,532514
2437,T.V.Today Network Limited,TVTODAY,Tv Today Network Ltd.,Active,A ,5,INE038F01029,Broadcasting & Cable TV,Equity,532515
2438,Palred Technologies Limited,PALRED,Palred Technologies Limited,Active,B ,10,INE218G01033,IT Software Products,Equity,532521
2439,PETRONET LNG LTD.,PETRONET,Petronet Lng Ltd.,Active,A ,10,INE347G01014,Oil Marketing & Distribution,Equity,532522
2440,Biocon Ltd.,BIOCON,Biocon Ltd.,Active,A ,5,INE376G01013,Biotechnology,Equity,532523
2441,PTC India Ltd,PTC,Ptc India Ltd.,Active,A ,10,INE877F01012,Electric Utilities,Equity,532524
2442,Bank of maharashtra,MAHABANK,Bank Of Maharashtra,Active,A ,10,INE457A01014,Banks,Equity,532525
2443,ramkrishna forgings Ltd.,RKFORGE,Ramkrishna Forgings Ltd.,Active,A ,10,INE399G01015,Other Industrial Products,Equity,532527
2444,Datamatics Global Services Limited,DATAMATICS,Datamatics Global Services Ltd.,Active,B ,5,INE365B01017,IT Software Products,Equity,532528
2445,New Delhi Television Limited,NDTV,New Delhi Television Ltd.,Active,B ,4,INE155G01029,Broadcasting & Cable TV,Equity,532529
2446,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10,INE939A01011,Pharmaceuticals,Equity,532531
2447,Jaiprakash Associates Limited,JPASSOCIAT,Jaiprakash Associates Ltd.,Active,T ,2,INE455F01025,Construction & Engineering,Equity,532532
2448,UltraTech Cement Ltd,ULTRACEMCO,Ultratech Cement Ltd.,Active,A ,10,INE481G01011,Cement & Cement Products,Equity,532538
2449,Minda Industries Ltd.,MINDAIND,Minda Industries Ltd.-$,Active,A ,2,INE405E01023,Auto Parts & Equipment,Equity,532539
2450,Tata Consultancy Services Ltd.,TCS,Tata Consultancy Services Ltd.,Active,A ,1,INE467B01029,IT Consulting & Software,Equity,532540
2451,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10,INE591G01017,IT Consulting & Software,Equity,532541
2452,GP Petroleums Limited,GULFPETRO,Gp Petroleums Limited,Active,B ,5,INE586G01017,Oil Marketing & Distribution,Equity,532543
2453,Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (I) Ltd.-$,Active,A ,1,INE348B01021,Forest Products,Equity,532548
2454,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10,INE625G01013,Construction & Engineering,Equity,532553
2455,NTPC Limited,NTPC,Ntpc Ltd.,Active,A ,10,INE733E01010,Electric Utilities,Equity,532555
2456,S.A.L. Steel Ltd.,SALSTEEL,S.A.L.Steel Ltd.,Active,T ,10,INE658G01014,Iron & Steel/Interm.Products,Equity,532604
2457,JBM Auto Limited,JBMA,Jbm Auto Ltd.,Active,B ,5,INE927D01028,Auto Parts & Equipment,Equity,532605
2458,Dwarikesh Sugar Industries Ltd.,DWARKESH,Dwarikesh Sugar Industries Ltd.,Active,A ,1,INE366A01041,Sugar,Equity,532610
2459,Indoco Remedies Ltd.,INDOCO,Indoco Remedies Ltd.,Active,A ,2,INE873D01024,Pharmaceuticals,Equity,532612
2460,VIP Clothing Limited,VIPCLOTHNG,Vip Clothing Ltd,Active,T ,2,INE450G01024,Comm.Trading  & Distribution,Equity,532613
2461,Xchanging Solutions Limited,XCHANGING,Xchanging Solutions Ltd.,Active,B ,10,INE692G01013,BPO/KPO,Equity,532616
2462,Jet Airways (India) Ltd,JETAIRWAYS,Jet Airways (India) Ltd.,Active,Z ,10,INE802G01018,Airlines,Equity,532617
2463,Morarjee Textiles Limited,MORARJEE,Morarjee Textiles Ltd.,Active,B ,7,INE161G01027,Textiles,Equity,532621
2464,GATEWAY DISTRIPARKS LTD.,GDL,Gateway Distriparks Ltd.,Active,T ,10,INE852F01015,Transportation - Logistics,Equity,532622
2465,Jindal Photo Limited,JINDALPHOT,Jindal Photo Ltd.,Active,B ,10,INE796G01012,Photographic Products,Equity,532624
2466,Pondy Oxides & Chemicals Limited,PONDYOXIDE,Pondy Oxides & Chemicals Ltd.,Active,X ,10,INE063E01046,Other Non-Ferrous Metals,Equity,532626
2467,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,B ,10,INE351F01018,Electric Utilities,Equity,532627
2468,3i Infotech limited,3IINFOTECH,3I Infotech Ltd.,Active,T ,10,INE748C01020,IT Consulting & Software,Equity,532628
2469,McNally Bharat Engineering Company Limited,MBECL,Mcnally Bharat Engineering Company Ltd.,Active,T ,10,INE748A01016,Construction & Engineering,Equity,532629
2470,Gokaldas Exports Ltd,GOKEX,Gokaldas Exports Ltd.,Active,B ,5,INE887G01027,Other Apparels & Accessories,Equity,532630
2471,Allsec Technologies Ltd.,ALLSEC,Allsec Technologies Ltd.,Active,B ,10,INE835G01018,BPO/KPO,Equity,532633
2472,IIFL FINANCE LIMITED ,IIFL,Iifl Finance Ltd,Active,T ,2,INE530B01024,Other Financial Services,Equity,532636
2473,Mangalam Drugs and Organics Ltd.,MANGALAM,Mangalam Drugs & Organics Ltd.,Active,B ,10,INE584F01014,Pharmaceuticals,Equity,532637
2474,Shoppers Stop Ltd,SHOPERSTOP,Shoppers Stop Ltd.,Active,A ,5,INE498B01024,Department Stores,Equity,532638
2475,Cyber Media (India) Ltd.,CYBERMEDIA,Cyber Media (India) Ltd.,Active,T ,10,INE278G01037,Publishing,Equity,532640
2476,Nandan Denim Limited,NDL,Nandan Denim Limited,Active,B ,10,INE875G01030,Textiles,Equity,532641
2477,JSW Holdings Limited,JSWHL,Jsw Holdings Limited,Active,A ,10,INE824G01012,Holding Companies,Equity,532642
2478,J.K. CEMENT LTD,JKCEMENT,J.K.Cement Ltd.,Active,A ,10,INE823G01014,Cement & Cement Products,Equity,532644
2479,Yes Bank Ltd.,YESBANK,Yes Bank Ltd.,Active,A ,2,INE528G01035,Banks,Equity,532648
2480,Nectar Lifesciences Limited,NECLIFE,Nectar Lifesciences Ltd.,Active,B ,1,INE023H01027,Pharmaceuticals,Equity,532649
2481,MSP STEEL & POWER LTD.,MSPL,Msp Steel & Power Ltd.,Active,B ,10,INE752G01015,Iron & Steel Products,Equity,532650
2482,SPL INDUSTRIES LIMITED,SPLIL,Spl Industries Ltd.,Active,B ,10,INE978G01016,Other Apparels & Accessories,Equity,532651
2483,Karnataka Bank Ltd.,KTKBANK,Karnataka Bank Ltd.,Active,A ,10,INE614B01018,Banks,Equity,532652
2484,McLeod Russel India Limited,MCLEODRUSS,Mcleod Russel India Ltd.,Active,B ,5,INE942G01012,Tea & Coffee,Equity,532654
2485,FACOR Alloys Limited,FACORALL,Facor Alloys Ltd.,Active,X ,1,INE828G01013,Iron & Steel/Interm.Products,Equity,532656
2486,IDFC LIMITED,IDFC,Idfc Limited,Active,A ,10,INE043D01016,Finance (including NBFCs),Equity,532659
2487,Vivimed Labs Ltd.,VIVIMEDLAB,Vivimed Labs Ltd.,Active,B ,2,INE526G01021,Pharmaceuticals,Equity,532660
2488,Rane (Madras)  Ltd.,RML,Rane (Madras) Ltd.,Active,B ,10,INE050H01012,Auto Parts & Equipment,Equity,532661
2489,HT Media Ltd,HTMEDIA,Ht Media Ltd.,Active,B ,2,INE501G01024,Publishing,Equity,532662
2490,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,A ,10,INE231F01020,IT Consulting & Software,Equity,532663
2491,FCS Software Solutions Ltd.,FCSSOFT,Fcs Software Solutions Ltd.,Active,T ,1,INE512B01022,IT Consulting & Software,Equity,532666
2492,SUZLON ENERGY LTD.,SUZLON,Suzlon Energy Ltd.,Active,A ,2,INE040H01021,Heavy Electrical Equipment,Equity,532667
2493,Aurionpro Solutions Ltd.,AURIONPRO,Aurionpro Solutions Ltd.,Active,T ,10,INE132H01018,IT Software Products,Equity,532668
2494,Shree Renuka Sugars Ltd.,RENUKA,Shree Renuka Sugars Ltd.,Active,T ,1,INE087H01022,Sugar,Equity,532670
2495,K. M. Sugar Mills Ltd.,KMSUGAR,K.M.Sugar Mills Ltd.,Active,B ,2,INE157H01023,Sugar,Equity,532673
2496,Bannari Amman Spinning Mills Ltd,BASML,Bannari Amman Spinning Mills Ltd.,Active,B ,5,INE186H01022,Textiles,Equity,532674
2497,PBA INFRASTRUCTURE LTD.,PBAINFRA,Pba Infrastructure Ltd.,Active,T ,10,INE160H01019,Construction & Engineering,Equity,532676
2498,Bombay Rayon Fashions Ltd.,BRFL,Bombay Rayon Fashions Ltd.,Active,T ,10,INE589G01011,Textiles,Equity,532678
2499,SORIL Infra Resources Limited,SORILINFRA,Soril Infra Resources Ltd,Active,B ,10,INE034H01016,Diversified,Equity,532679
2500,AIA Engineering Ltd.,AIAENG,Aia Engineering Ltd.,Active,A ,2,INE212H01026,Other Industrial Goods,Equity,532683
2501,Everest Kanto Cylinders Ltd.,EKC,Everest Kanto Cylinder Ltd.,Active,T ,2,INE184H01027,Other Industrial Products,Equity,532684
2502,Kernex Microsystems (India) Ltd.,KERNEX,Kernex Microsystems (India) Ltd.,Active,T ,10,INE202H01019,Transport Related Services,Equity,532686
2503,Repro India Ltd.,REPRO,Repro India Ltd.,Active,B ,10,INE461B01014,Comm.Printing/Stationery,Equity,532687
2504,PVR Ltd.,PVR,PVR Ltd.,Active,A ,10,INE191H01014,Specialty Retail,Equity,532689
2505,Radha Madhav Corporation Ltd.,RMCL,Radha Madhav Corporation Ltd.,Active,Z ,10,INE172H01014,Containers & Packaging,Equity,532692
2506,Punj LLoyd Ltd,PUNJLLOYD,Punj Lloyd Ltd.,Active,Z ,2,INE701B01021,Construction & Engineering,Equity,532693
2507,Bartronics India Ltd.,BARTRONICS,Bartronics India Ltd.,Active,Z ,10,INE855F01034,Misc.Commercial Services,Equity,532694
2508,Celebrity Fashions Ltd.,CELEBRITY,Celebrity Fashions Ltd.,Active,B ,10,INE185H01016,Other Apparels & Accessories,Equity,532695
2509,Educomp Solutions Ltd,EDUCOMP,Educomp Solutions Ltd.,Active,Z ,2,INE216H01027,Education,Equity,532696
2510,Nitin Spinners Ltd.,NITINSPIN,Nitin Spinners Ltd.,Active,B ,10,INE229H01012,Textiles,Equity,532698
2511,Royal Orchid Hotels Ltd,ROHLTD,Royal Orchid Hotels Ltd.,Active,B ,10,INE283H01019,Hotels,Equity,532699
2512,Entertainment Network (India) Ltd,ENIL,Entertainment Network (India) Ltd.,Active,B ,10,INE265F01028,Broadcasting & Cable TV,Equity,532700
2513,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Active,Z ,10,INE266H01014,Paper & Paper Products,Equity,532701
2514,Gujarat State Petronet Ltd.,GSPL,Gujarat State Petronet Ltd.,Active,A ,10,INE246F01010,Utilities:Non-Elec.,Equity,532702
2515,Jagran Prakashan Limited,JAGRAN*,Jagran Prakashan Ltd.,Active,A ,2,INE199G01027,Publishing,Equity,532705
2516,Inox Leisure Limited,INOXLEISUR,Inox Leisure Ltd.,Active,A ,10,INE312H01016,Specialty Retail,Equity,532706
2517,Dynemic Products Ltd.,DYNPRO,Dynemic Products Ltd.,Active,B ,10,INE256H01015,Specialty Chemicals,Equity,532707
2518,Sadbhav Engineering Ltd.,SADBHAV,Sadbhav Engineering Ltd.,Active,A ,1,INE226H01026,Construction & Engineering,Equity,532710
2519,Reliance Communications Limited,RCOM,Reliance Communications Ltd.,Active,B ,5,INE330H01018,Telecom Services,Equity,532712
2520,Sakuma Exports Ltd.,SAKUMA,Sakuma Exports Ltd.,Active,T ,1,INE190H01024,Comm.Trading  & Distribution,Equity,532713
2521,KEC International Ltd.,KEC,Kec International Ltd.,Active,A ,2,INE389H01022,Heavy Electrical Equipment,Equity,532714
2522,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,Gillanders Arbuthnot & Co.Ltd.,Active,T ,10,INE047B01011,Diversified,Equity,532716
2523,Indo Tech Transformers Limited,INDOTECH,Indo Tech Transformers Ltd.,Active,T ,10,INE332H01014,Heavy Electrical Equipment,Equity,532717
2524,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.Kashyap And Sons Ltd.,Active,B ,1,INE350H01032,Realty,Equity,532719
2525,Mahindra & Mahindra Financial Services Limited,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Active,A ,2,INE774D01024,Finance (including NBFCs),Equity,532720
2526,Visa Steel Limited,VISASTEEL,Visa Steel Ltd.,Active,B ,10,INE286H01012,Iron & Steel/Interm.Products,Equity,532721
2527,Nitco Ltd.,NITCO,Nitco Ltd.,Active,B ,10,INE858F01012,Furniture-Furnishing-Paints,Equity,532722
2528,MPDL LIMITED,MPDL,Mpdl Ltd,Active,XT,10,INE493H01014,Realty,Equity,532723
2529,Solar Industries India Limited,SOLARINDS,Solar Industries India Ltd.,Active,A ,2,INE343H01029,Specialty Chemicals,Equity,532725
2530,Gallantt Metal Limited,GALLANTT,Gallantt Metal Ltd.,Active,B ,10,INE297H01019,Iron & Steel/Interm.Products,Equity,532726
2531,Malu Paper Mills Limited,MALUPAPER,Malu Paper Mills Ltd.,Active,B ,10,INE383H01017,Paper & Paper Products,Equity,532728
2532,Uttam Sugar Mills Ltd,UTTAMSUGAR,Uttam Sugar Mills Ltd.,Active,T ,10,INE786F01031,Sugar,Equity,532729
2533,STL Global Ltd,SGL,Stl Global Ltd.,Active,B ,10,INE353H01010,Textiles,Equity,532730
2534,Kewal Kiran Clothing Ltd.,KKCL,Kewal Kiran Clothing Ltd.,Active,B ,10,INE401H01017,Other Apparels & Accessories,Equity,532732
2535,SUN TV NETWORK LIMITED,SUNTV,Sun Tv Network Ltd.,Active,A ,5,INE424H01027,Broadcasting & Cable TV,Equity,532733
2536,GODAWARI POWER AND ISPAT LTD.,GPIL,Godawari Power & Ispat Ltd.,Active,T ,10,INE177H01013,Iron & Steel/Interm.Products,Equity,532734
2537,R Systems International Limited,RSYSTEMINT,R Systems International Limited,Active,A ,1,INE411H01032,IT Consulting & Software,Equity,532735
2538,Emkay Global Financial Services Ltd,EMKAY,Emkay Global Financial Services Ltd.,Active,B ,10,INE296H01011,Other Financial Services,Equity,532737
2539,Tantia Constructions Limited,TANTIACONS,Tantia Constructions Ltd.,Active,Z ,10,INE388G01018,Construction & Engineering,Equity,532738
2540,Lokesh Machines Limited,LOKESHMACH,Lokesh Machines Ltd.,Active,B ,10,INE397H01017,Industrial Machinery,Equity,532740
2541,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10,INE390H01012,Iron & Steel/Interm.Products,Equity,532741
2542,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,Paushak Ltd.,Active,T ,10,INE111F01016,Specialty Chemicals,Equity,532742
2543,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,Gtn Textiles Ltd.,Active,B ,10,INE302H01017,Textiles,Equity,532744
2544,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Active,X ,10,INE347H01012,Other Financial Services,Equity,532745
2545,Prime Focus Limited,PFOCUS,Prime Focus Ltd.,Active,B ,1,INE367G01038,Movies & Entertainment,Equity,532748
2546,Allcargo Logistics Ltd,ALLCARGO,Allcargo Logistics Ltd.,Active,A ,2,INE418H01029,Transportation - Logistics,Equity,532749
2547,EASUN REYROLLE LTD.,EASUNREYRL,Easun Reyrolle Ltd.,Active,Z ,2,INE268C01029,Other Elect.Equip./ Prod.,Equity,532751
2548,GMR Infrastructure Limited,GMRINFRA,Gmr Infrastructure Ltd.,Active,A ,1,INE776C01039,Airport Services,Equity,532754
2549,Tech Mahindra Limited,TECHM,Tech Mahindra Ltd.,Active,A ,5,INE669C01036,IT Consulting & Software,Equity,532755
2550,Mahindra CIE Automotive Limited,MAHINDCIE,Mahindra Cie Automotive Limited,Active,A ,10,INE536H01010,Other Industrial Products,Equity,532756
2551,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,Voltamp Transformers Ltd.,Active,A ,10,INE540H01012,Heavy Electrical Equipment,Equity,532757
2552,Atlanta Limited,ATLANTA,Atlanta Ltd.,Active,T ,2,INE285H01022,Construction & Engineering,Equity,532759
2553,DEEP ENERGY RESOURCES LIMITED,DEEPENR,Deep Energy Resources Ltd,Active,T ,10,INE677H01012,Integrated Oil & Gas,Equity,532760
2554,HOV Services Limited,HOVS,Hov Services Ltd.,Active,T ,10,INE596H01014,BPO/KPO,Equity,532761
2555,Action Construction Equipments Ltd.,ACE,Action Construction Equipment Ltd.,Active,A ,2,INE731H01025,Transport Related Services,Equity,532762
2556,GeeCee Ventures Limited,GEECEE,Geecee Ventures Limited,Active,B ,10,INE916G01016,Realty,Equity,532764
2557,Richa Industries Limited,RICHAIND,Richa Industries Ltd.,Active,Z ,10,INE516H01012,Construction & Engineering,Equity,532766
2558,Gayatri Projects Limited,GAYAPROJ,Gayatri Projects Ltd.,Active,B ,2,INE336H01023,Construction & Engineering,Equity,532767
2559,FIEM INDUSTRIES LIMITED,FIEMIND,Fiem Industries Ltd.,Active,B ,10,INE737H01014,Auto Parts & Equipment,Equity,532768
